2025-12-01 17:31:24 | MainThread   | INFO     | ============================================================
2025-12-01 17:31:24 | MainThread   | INFO     | 开始多进程模拟处理
2025-12-01 17:31:24 | MainThread   | INFO     | 可用CPU核心数: 24
2025-12-01 17:31:24 | MainThread   | INFO     | 使用进程数: 24
2025-12-01 17:31:24 | MainThread   | INFO     | 提示: 使用 Ctrl+C 可以优雅退出程序
2025-12-01 17:31:24 | MainThread   | INFO     | ============================================================
2025-12-01 17:31:24 | MainThread   | INFO     | 输出目录已存在，正在删除 simulation_results 及其所有子目录...
2025-12-01 17:31:24 | MainThread   | INFO     | 删除完成
2025-12-01 17:31:24 | MainThread   | INFO     | 总共生成 390 个参数组合
2025-12-01 17:31:24 | MainThread   | INFO     | 开始处理 390 个任务
2025-12-01 17:31:34 | MainThread   | INFO     | 进度: 1/390 - 完成: Case completed: target=0.027999999999999997, indenter_x=0.0
2025-12-01 17:31:34 | MainThread   | INFO     | 进度: 2/390 - 完成: Case completed: target=0.027999999999999997, indenter_x=0.002
2025-12-01 17:31:34 | MainThread   | INFO     | 进度: 3/390 - 完成: Case completed: target=0.027999999999999997, indenter_x=0.004
2025-12-01 17:31:34 | MainThread   | INFO     | 进度: 4/390 - 完成: Case completed: target=0.027999999999999997, indenter_x=0.006
2025-12-01 17:31:34 | MainThread   | INFO     | 进度: 5/390 - 完成: Case completed: target=0.027999999999999997, indenter_x=0.008
2025-12-01 17:31:34 | MainThread   | INFO     | 进度: 6/390 - 完成: Case completed: target=0.027999999999999997, indenter_x=0.01
2025-12-01 17:31:34 | MainThread   | INFO     | 进度: 7/390 - 完成: Case completed: target=0.027999999999999997, indenter_x=0.012
2025-12-01 17:31:34 | MainThread   | INFO     | 进度: 8/390 - 完成: Case completed: target=0.027999999999999997, indenter_x=0.014
2025-12-01 17:31:34 | MainThread   | INFO     | 进度: 9/390 - 完成: Case completed: target=0.027999999999999997, indenter_x=0.016
2025-12-01 17:31:34 | MainThread   | INFO     | 进度: 10/390 - 完成: Case completed: target=0.027999999999999997, indenter_x=0.018
2025-12-01 17:31:34 | MainThread   | INFO     | 进度报告: 已完成 10/390 (2.6%) - 预计剩余时间: 6.1分钟
2025-12-01 17:31:35 | MainThread   | INFO     | 系统状态: CPU使用率 100.0%, 内存使用率 9.3%
